"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.486745083E0,-6.062393188E-2,6.692582703E0,3.685485992E0,7.640493799E0
7.496795083E0,-9.430389404E-3,6.907535706E0,3.545377350E0,7.764266804E0
7.506844083E0,8.981323242E-4,7.042554932E0,3.617826691E0,7.917464918E0
7.516893083E0,-4.221221924E-2,7.212451630E0,3.735781403E0,8.122641385E0
7.526943083E0,-9.969268799E-2,7.388485565E0,3.681743774E0,8.255597786E0
7.536992083E0,-8.891510010E-2,7.582332458E0,3.532953186E0,8.365490399E0
7.547041083E0,-1.362167358E-2,7.816894684E0,3.564986572E0,8.591458392E0
7.557091083E0,6.586303711E-2,8.015082550E0,3.527863770E0,8.757380259E0
7.567140083E0,5.373825073E-2,8.138276367E0,3.467688904E0,8.846428452E0
7.577189083E0,-5.538482666E-2,8.300538940E0,3.479813690E0,9.000617618E0
7.587239083E0,-1.498384094E-1,8.411607971E0,3.477718048E0,9.103412713E0
7.597288083E0,-2.799179077E-1,8.525820465E0,3.629053345E0,9.270274905E0
7.607337083E0,-4.622387695E-1,8.663234711E0,3.947441254E0,9.531400358E0
7.617386083E0,-5.007087708E-1,8.726702728E0,4.113595734E0,9.660627290E0
7.627436083E0,-4.179309082E-1,8.836574249E0,4.210444336E0,9.797323727E0
7.637485083E0,-3.659889221E-1,8.990903320E0,4.309089203E0,9.976900328E0
7.647534083E0,-2.930905151E-1,9.069938965E0,4.320016479E0,1.005048443E1
7.657584083E0,-3.745211792E-1,9.134155426E0,4.294419708E0,1.010025258E1
7.667633083E0,-4.180805969E-1,9.132658539E0,3.991449738E0,9.975565868E0
7.677682083E0,-4.969665527E-1,9.187594299E0,3.604354706E0,9.881813478E0
7.687732083E0,-5.260061646E-1,9.346713409E0,3.364403687E0,9.947710601E0
7.697781083E0,-4.192781067E-1,9.435778198E0,3.352278900E0,1.002234893E1
7.707830083E0,-2.883004761E-1,9.423204346E0,3.215463409E0,9.960878588E0
7.717880083E0,-1.933978271E-1,9.355545044E0,3.013233948E0,9.830727573E0
7.727929083E0,-1.419049072E-1,9.296118622E0,2.857258301E0,9.726349954E0
7.737978083E0,-1.044827271E-1,9.140592041E0,2.355501709E0,9.439794903E0
7.748028083E0,-1.681004333E-1,9.048234100E0,1.753453674E0,9.218101642E0
7.758077083E0,-2.186952209E-1,8.894952850E0,1.241368561E0,8.983819328E0
7.768126083E0,-2.308200073E-1,8.749156036E0,8.408015442E-1,8.792494325E0
7.778176083E0,-1.550775146E-1,8.636440430E0,5.544470215E-1,8.655608808E0
7.788225083E0,-1.775308228E-1,8.573421478E0,4.116439819E-1,8.585133884E0
7.798274083E0,-2.510279846E-1,8.472531281E0,3.171903992E-1,8.482181977E0
7.808324083E0,-3.234773254E-1,8.336763611E0,9.220825195E-2,8.343546455E0
7.818373083E0,-4.361929321E-1,8.169710999E0,-1.721420288E-1,8.183158006E0
7.828422083E0,-5.924679565E-1,8.058641968E0,-4.971162415E-1,8.095668793E0
7.838472083E0,-6.697073364E-1,7.965984650E0,-8.262817383E-1,8.036675984E0
7.848521083E0,-6.848258972E-1,7.916886749E0,-1.142124939E0,8.028108849E0
7.858570083E0,-6.896159363E-1,7.834557953E0,-1.342707825E0,7.978642288E0
7.868620083E0,-6.933581543E-1,7.729177094E0,-1.473236389E0,7.898819502E0
7.878669083E0,-6.506968689E-1,7.635771332E0,-1.669178925E0,7.843122371E0
7.888718083E0,-5.673202515E-1,7.531288605E0,-1.769769745E0,7.757206022E0
7.898768083E0,-4.915777588E-1,7.492668915E0,-1.627565460E0,7.683144245E0
7.908817083E0,-4.529580688E-1,7.517367554E0,-1.368304596E0,7.654295749E0
7.918866083E0,-5.031037903E-1,7.499853973E0,-1.057251434E0,7.590698495E0
7.928916083E0,-6.941065979E-1,7.544311523E0,-6.773414612E-1,7.606392824E0
7.938965083E0,-9.069639587E-1,7.598947906E0,-3.219804382E-1,7.659651709E0
7.949014083E0,-1.005908203E0,7.583529968E0,-2.095642090E-2,7.649981521E0
7.959064083E0,-1.085841980E0,7.705526276E0,3.034190369E-1,7.787570295E0
7.969113083E0,-1.039887543E0,7.750283203E0,6.324348450E-1,7.845267979E0
7.979162083E0,-9.779164124E-1,7.779771881E0,9.800120544E-1,7.901999409E0
7.989212083E0,-9.788145447E-1,7.967331848E0,1.467398529E0,8.160252026E0
7.999261083E0,-8.759783936E-1,7.927065582E0,2.301464081E0,8.300749593E0
8.009310083E0,-7.059320068E-1,8.029153290E0,3.090173950E0,8.632196568E0
8.019359083E0,-6.201603699E-1,8.180638275E0,3.621269531E0,8.967777567E0
8.029409083E0,-5.815406799E-1,8.133935394E0,3.919299774E0,9.047651921E0
8.039458083E0,-4.507127380E-1,8.153694305E0,4.146078186E0,9.158375245E0
8.049507083E0,-3.573069763E-1,8.374634857E0,4.534969482E0,9.530379083E0
8.059557083E0,-2.917433167E-1,8.427325287E0,4.878056030E0,9.741681389E0
8.069606083E0,-2.891986084E-1,8.499175873E0,5.151537323E0,9.942734188E0
8.079655125E0,-3.375480652E-1,8.618178406E0,5.473517761E0,1.021500536E1
8.089705125E0,-2.080673218E-1,8.664881287E0,5.595963135E0,1.031689213E1
8.099754125E0,-2.694396973E-2,8.724607086E0,5.428910522E0,1.027582426E1
8.109803125E0,7.649093628E-2,8.782686310E0,5.242548065E0,1.022867244E1
8.119853125E0,1.808239746E-1,8.803942108E0,5.055287476E0,1.015371978E1
8.129902125E0,4.213737488E-1,8.775501251E0,5.021457825E0,1.011938816E1
8.139951125E0,6.324348450E-1,8.856632538E0,5.043761444E0,1.021173067E1
8.150001125E0,7.571255493E-1,8.867410126E0,4.956193542E0,1.018666068E1
8.160050125E0,7.855664063E-1,8.723708954E0,4.938530273E0,1.005531172E1
8.170099125E0,6.530918884E-1,8.774902496E0,5.026696930E0,1.013376163E1
8.180149125E0,6.066883850E-1,8.666827240E0,5.297334137E0,1.017564318E1
8.190198125E0,6.800358582E-1,8.556356964E0,5.455405426E0,1.017030686E1
8.200247125E0,8.503816223E-1,8.439150696E0,5.479056244E0,1.009764679E1
8.210297125E0,9.674382019E-1,8.302484894E0,5.610333252E0,1.006692760E1
8.220346125E0,9.063652039E-1,8.246950378E0,5.853278046E0,1.015354875E1
8.230395125E0,7.978408813E-1,8.129594421E0,6.037694550E0,1.015778573E1
8.240445125E0,6.834786987E-1,7.999215546E0,6.103407898E0,1.008494821E1
8.250494125E0,5.174739075E-1,7.884703674E0,6.176455994E0,1.002920435E1
8.260543125E0,3.585044861E-1,7.740104370E0,6.131549377E0,9.880973580E0
8.270593125E0,3.251239014E-1,7.611970825E0,6.063590698E0,9.737296214E0
8.280642125E0,2.944377136E-1,7.489076385E0,6.278394012E0,9.777074718E0
8.290691125E0,2.661465454E-1,7.386988678E0,6.485862579E0,9.833862370E0
8.300741125E0,2.544708252E-1,7.250023499E0,6.722670135E0,9.890494926E0
8.310790125E0,1.886077881E-1,7.094496918E0,6.966513062E0,9.944836029E0
8.320839125E0,1.155596924E-1,6.997798004E0,7.072792053E0,9.950222027E0
8.330889125E0,9.909393311E-2,6.863227844E0,7.034471741E0,9.828403162E0
8.340938125E0,8.592132568E-2,6.716832275E0,6.891069946E0,9.623412248E0
8.350987125E0,1.194515991E-1,6.601721649E0,6.634653168E0,9.360321580E0
8.361037125E0,1.770817566E-1,6.444847870E0,6.543492737E0,9.186115567E0
8.371086125E0,1.654060364E-1,6.382577362E0,6.628815308E0,9.203577854E0
8.381135125E0,3.921844482E-2,6.330036621E0,6.994055786E0,9.433330168E0
8.391185125E0,-4.700225830E-2,6.181246033E0,7.463778992E0,9.691130407E0
8.401234125E0,-3.068618774E-2,6.030509491E0,7.760911102E0,9.828516038E0
8.411283125E0,4.640350342E-3,5.861211548E0,7.953261108E0,9.879685450E0
8.421333125E0,-1.556762695E-2,5.726940765E0,8.037236481E0,9.868903846E0
8.431382125E0,-1.796264648E-3,5.595514069E0,8.012986908E0,9.773317763E0
8.441431125E0,5.837860107E-3,5.507347412E0,7.875422974E0,9.610057056E0
8.451481125E0,1.661544800E-2,5.459596710E0,7.575746155E0,9.338062011E0
8.461530125E0,-4.176315308E-2,5.400319977E0,7.457342377E0,9.207451077E0
8.471579125E0,-2.354603577E-1,5.359005890E0,7.548951874E0,9.260726759E0
8.481629125E0,-3.373983765E-1,5.281916199E0,7.724237366E0,9.363563386E0
8.491678125E0,-3.121009827E-1,5.204078064E0,7.969427490E0,9.523214270E0
8.501727125E0,-1.422042847E-1,5.098547516E0,8.076754303E0,9.552453554E0
8.511776125E0,7.619155884E-2,4.919070740E0,8.098908234E0,9.476042247E0
8.521826125E0,1.098715210E-1,4.860243073E0,8.161777496E0,9.499928756E0
8.531875125E0,1.080752563E-1,4.693340149E0,8.202343140E0,9.450796527E0
8.541925125E0,4.221221924E-2,4.504432983E0,8.343499603E0,9.481860788E0
8.551974125E0,-5.209167480E-2,4.342769165E0,8.450077972E0,9.500851294E0
8.562023125E0,-5.777984619E-2,4.166435852E0,8.419840851E0,9.394479558E0
8.572072125E0,-1.145118713E-1,4.033212891E0,8.390950928E0,9.310637822E0
8.582122125E0,-1.091230774E-1,3.946842499E0,8.346194000E0,9.233007519E0
8.592171125E0,-3.008743286E-2,3.822301483E0,8.445138245E0,9.269911211E0
8.602220125E0,-1.243913269E-1,3.727249146E0,8.817713470E0,9.573919273E0
8.612270125E0,-9.684860229E-2,3.509901123E0,9.098828888E0,9.752818704E0
8.622319125E0,6.676116943E-2,3.254083099E0,9.299411774E0,9.852541459E0
8.632368125E0,1.023870850E-1,3.088078308E0,9.491911469E0,9.982138753E0
8.642418125E0,1.279838562E-1,2.944676514E0,9.689949646E0,1.012830804E1
8.652467125E0,2.405497742E-1,2.721939697E0,9.824819183E0,1.019773955E1
8.662516125E0,3.939807129E-1,2.555186462E0,9.866732025E0,1.019983331E1
8.672566125E0,5.017565918E-1,2.454445953E0,9.764644318E0,1.008089000E1
8.682615125E0,5.366340637E-1,2.292033691E0,9.798473969E0,1.007727576E1
8.692664125E0,4.058061218E-1,2.149530029E0,1.010024643E1,1.033441512E1
8.702714125E0,3.387455750E-1,1.944905548E0,1.035292099E1,1.053946769E1
8.712763125E0,3.835025024E-1,1.675914917E0,1.055350388E1,1.069262405E1
8.722812125E0,3.752696228E-1,1.511706390E0,1.074076447E1,1.085311498E1
8.732862125E0,5.161267090E-1,1.340761871E0,1.091575058E1,1.100988828E1
8.742911125E0,7.382647705E-1,1.125808868E0,1.107561813E1,1.115714110E1
8.752960125E0,6.860234070E-1,1.052461395E0,1.140957367E1,1.147853102E1
8.763010125E0,6.010002136E-1,1.051712952E0,1.176119247E1,1.182340686E1
8.773059125E0,6.489006042E-1,9.370513916E-1,1.184711380E1,1.190181678E1
8.783108125E0,7.405101013E-1,8.762777710E-1,1.177406570E1,1.182982845E1
8.793158125E0,7.333250427E-1,9.794132996E-1,1.168964127E1,1.175349858E1
8.803207125E0,7.539820862E-1,1.076411591E0,1.163635208E1,1.171033051E1
8.813256125E0,8.955876160E-1,1.093476105E0,1.148127457E1,1.156794851E1
8.823306125E0,1.077758789E0,1.138233032E0,1.131512009E1,1.142318174E1
8.833355125E0,1.147214355E0,1.211580505E0,1.121872055E1,1.134212145E1
8.843404125E0,1.173709259E0,1.238075409E0,1.112905701E1,1.125905564E1
8.853454125E0,1.216969299E0,1.231040039E0,1.102307739E1,1.115816782E1
8.863503125E0,1.194515991E0,1.242117004E0,1.092877350E1,1.106380646E1
8.873552125E0,1.141675873E0,1.240021362E0,1.088042404E1,1.101020909E1
8.883602125E0,1.039288788E0,1.263821869E0,1.086126389E1,1.098382539E1
8.893651125E0,8.878038025E-1,1.280736694E0,1.088431595E1,1.099530881E1
8.903700125E0,8.973838806E-1,1.229243774E0,1.087772964E1,1.098368519E1
8.913750125E0,9.690847778E-1,1.233285370E0,1.077219910E1,1.088578851E1
8.923799125E0,1.005459137E0,1.263821869E0,1.066217789E1,1.078379484E1
8.933848125E0,1.096619568E0,1.232536926E0,1.060754150E1,1.073506677E1
8.943898125E0,1.139879608E0,1.263073425E0,1.070019882E1,1.083461743E1
8.953947125E0,1.186881866E0,1.282982025E0,1.087039490E1,1.101000530E1
8.963996125E0,1.273102570E0,1.322649536E0,1.123353973E1,1.138255713E1
8.974046125E0,1.410367126E0,1.398841095E0,1.160806091E1,1.177679795E1
8.984095125E0,1.546284485E0,1.519340515E0,1.171134613E1,1.191029049E1
8.994144125E0,1.753303986E0,1.726060638E0,1.143861328E1,1.170022367E1
9.004194125E0,2.079176331E0,1.962718506E0,1.087398743E1,1.124361333E1
9.014243125E0,2.390528870E0,2.126328278E0,1.015308655E1,1.064523681E1
9.024292125E0,2.558479614E0,2.309098206E0,9.466614075E0,1.007444959E1
9.034342125E0,2.552641754E0,2.430346069E0,8.912167053E0,9.583803187E0
9.044391125E0,2.456691284E0,2.596650238E0,8.556207275E0,9.272896390E0
9.054440125E0,2.335742798E0,2.756068726E0,8.451125793E0,9.190926853E0
9.064490125E0,2.324366455E0,2.959495697E0,8.560697937E0,9.351301694E0
9.074539125E0,2.555036774E0,3.200344849E0,8.622669067E0,9.545723750E0
9.084588083E0,2.839145966E0,3.430266724E0,8.639733582E0,9.719695261E0
9.094638083E0,3.120560760E0,3.641477509E0,8.871002655E0,1.008429204E1
9.104687083E0,3.359463959E0,3.794758759E0,9.189390564E0,1.049433614E1
9.114736083E0,3.550616455E0,3.909270630E0,9.477391663E0,1.084943440E1
9.124786083E0,3.584895172E0,4.127067719E0,9.592352600E0,1.104071509E1
9.134835083E0,3.529510345E0,4.355941772E0,9.428144073E0,1.096911905E1
9.144884083E0,3.429218903E0,4.531376953E0,9.056466980E0,1.069170302E1
9.154934083E0,3.298690338E0,4.684807892E0,8.704698486E0,1.042115918E1
9.164983083E0,3.142415314E0,4.780608673E0,8.397537231E0,1.016108384E1
9.175032083E0,2.964435425E0,4.913083191E0,8.166717224E0,9.981058764E0
9.185082083E0,2.867586823E0,4.950954437E0,7.925269318E0,9.774707043E0
9.195131083E0,2.754272461E0,4.996609497E0,7.806416473E0,9.669139642E0
9.205180083E0,2.646795959E0,5.074597321E0,7.854915619E0,9.718887086E0
9.215230083E0,2.581681366E0,5.258415070E0,8.049061890E0,9.955069313E0
9.225279083E0,2.534080353E0,5.470673676E0,7.935298462E0,9.965881566E0
9.235328083E0,2.502346344E0,5.726791077E0,7.670948181E0,9.894509551E0
9.245377083E0,2.531086578E0,5.935457153E0,7.285649414E0,9.732252477E0
9.255427083E0,2.469265137E0,6.040538635E0,6.738537140E0,9.380472275E0
9.265476083E0,2.209405518E0,6.196065216E0,6.363267517E0,9.152260398E0
9.275525083E0,1.928290100E0,6.301595764E0,6.037544861E0,8.937581319E0
9.285575083E0,1.722767487E0,6.463259583E0,5.680237885E0,8.775349262E0
9.295624083E0,1.646126862E0,6.621181183E0,5.467380524E0,8.743112929E0
9.305674083E0,1.612895966E0,6.758146362E0,5.308560791E0,8.743843167E0
9.315723083E0,1.651964722E0,6.896907806E0,5.157524872E0,8.769058532E0
9.325772083E0,1.711091766E0,7.010671234E0,4.981191559E0,8.768672393E0
9.335821083E0,1.883533173E0,7.119195557E0,4.918921051E0,8.855869629E0
9.345871083E0,2.133513336E0,7.322023773E0,5.014123077E0,9.127175989E0
9.355920083E0,2.327210541E0,7.432793427E0,5.107977905E0,9.314170135E0
9.365969083E0,2.413281555E0,7.463928680E0,5.167104950E0,9.393249319E0
9.376019083E0,2.391127625E0,7.540419617E0,5.165608063E0,9.447694214E0
9.386068083E0,2.321073303E0,7.504943390E0,5.098098450E0,9.364943372E0
9.396117083E0,2.287243652E0,7.545359344E0,4.986430664E0,9.328902504E0
9.406167083E0,2.303709412E0,7.639363861E0,4.908293152E0,9.367939951E0
9.416216083E0,2.432142334E0,7.684569855E0,4.906945953E0,9.436421397E0
9.426265083E0,2.580483856E0,7.768545227E0,4.934788055E0,9.558311829E0
9.436315083E0,2.696193237E0,7.825876007E0,5.051994324E0,9.697238777E0
9.446364083E0,2.684068451E0,7.870034180E0,5.363496552E0,9.894885381E0
9.456413083E0,2.623893585E0,7.913593597E0,5.594615936E0,1.004039385E1
9.466463083E0,2.572250977E0,7.900121613E0,5.655988312E0,1.005080098E1
9.476512083E0,2.512375488E0,7.938441925E0,5.580994263E0,1.002389085E1
9.486561083E0,2.507136383E0,7.957302704E0,5.371579742E0,9.922613975E0
9.496611083E0,2.513572998E0,7.951614532E0,5.165158997E0,9.809438840E0
9.506660083E0,2.487227783E0,7.997868347E0,4.962779846E0,9.735573119E0
9.516709083E0,2.469265137E0,8.097710724E0,4.656516724E0,9.661953078E0
9.526759083E0,2.496358795E0,8.161777496E0,4.321663055E0,9.566775355E0
9.536808083E0,2.607727203E0,8.276738434E0,3.979175262E0,9.546647372E0
9.546857083E0,2.693349152E0,8.485554199E0,3.677851868E0,9.632515460E0
9.556907083E0,2.760260010E0,8.524173889E0,3.531456299E0,9.630771485E0
9.566956083E0,2.808010712E0,8.593928833E0,3.603905640E0,9.732865601E0
9.577005083E0,2.800077209E0,8.644074554E0,3.708687744E0,9.814011517E0
9.587055083E0,2.737357635E0,8.621471558E0,3.869004364E0,9.838297282E0
9.597104083E0,2.692001953E0,8.619675293E0,4.031716003E0,9.889409012E0
9.607153083E0,2.635120239E0,8.646170197E0,4.172573090E0,9.955424849E0
9.617203083E0,2.580483856E0,8.575966187E0,4.141437836E0,9.866995506E0
9.627252083E0,2.515219574E0,8.574319611E0,4.044439545E0,9.808301460E0
9.637301083E0,2.426753540E0,8.550968170E0,3.839964752E0,9.682640068E0
9.647351083E0,2.322420502E0,8.472231903E0,3.658392334E0,9.516101349E0
9.657400083E0,2.115999756E0,8.383167114E0,3.548371124E0,9.345901961E0
9.667449083E0,1.902244263E0,8.303981781E0,3.465742950E0,9.197065883E0
9.677499083E0,1.775008850E0,8.177494812E0,3.407663727E0,9.035167397E0
9.687548083E0,1.606459351E0,8.067323914E0,3.489393768E0,8.935227789E0
9.697597083E0,1.409918060E0,8.032745819E0,3.721261597E0,8.964410868E0
9.707647083E0,1.208137665E0,8.002359009E0,4.096381531E0,9.070704932E0
9.717696083E0,1.102457428E0,7.988288269E0,4.572541351E0,9.270183184E0
9.727745083E0,1.076261902E0,7.969876556E0,4.925507355E0,9.430688984E0
9.737795083E0,1.072070618E0,7.885003052E0,5.130730591E0,9.468210229E0
9.747844083E0,1.059347076E0,7.821235657E0,5.165158997E0,9.432540002E0
9.757893083E0,1.051563263E0,7.764803009E0,5.071154480E0,9.333518030E0
9.767943083E0,1.011446686E0,7.735314331E0,5.047204285E0,9.291522119E0
9.777992083E0,8.951385498E-1,7.697742462E0,5.063370667E0,9.257118047E0
9.788041083E0,7.586224365E-1,7.732320557E0,5.200036469E0,9.349046393E0
9.798091083E0,6.709048462E-1,7.721842346E0,5.244194641E0,9.358340663E0
9.808140083E0,6.415658569E-1,7.701784058E0,5.340444489E0,9.394116869E0
9.818189083E0,6.361770630E-1,7.743846588E0,5.397775269E0,9.460859321E0
9.828239083E0,6.810836792E-1,7.682474213E0,5.371729431E0,9.398923454E0
9.838288083E0,6.162684631E-1,7.613767090E0,5.400918732E0,9.355167517E0
9.848337083E0,4.694238281E-1,7.511679382E0,5.420078888E0,9.274855310E0
9.858387083E0,3.359014893E-1,7.345225525E0,5.532345428E0,9.201739714E0
9.868436083E0,9.445358276E-2,7.239844666E0,5.731281738E0,9.234276508E0
9.878485083E0,-2.085163879E-1,7.278015289E0,5.992039490E0,9.429608840E0
9.888535083E0,-3.576063538E-1,7.251819763E0,6.140530701E0,9.509095092E0
9.898584083E0,-4.312532043E-1,7.201374664E0,6.316115570E0,9.588487486E0
9.908633083E0,-4.385879517E-1,7.201823730E0,6.445895691E0,9.675132852E0
9.918683083E0,-3.727249146E-1,7.146438904E0,6.460265808E0,9.640827100E0
9.928732083E0,-3.975732422E-1,7.103777618E0,6.421945496E0,9.584524239E0
9.938781083E0,-4.493655396E-1,7.055577850E0,6.375392303E0,9.519912563E0
9.948831083E0,-5.025050354E-1,6.960076447E0,6.262377319E0,9.376169001E0
9.958880083E0,-5.917195129E-1,6.807543640E0,6.167324982E0,9.204818294E0
9.968929083E0,-7.228468323E-1,6.685846710E0,6.175857239E0,9.130403409E0
9.978979083E0,-9.577084351E-1,6.538702698E0,6.309080200E0,9.136538261E0
9.989028083E0,-1.226549377E0,6.480623474E0,6.546336823E0,9.292869836E0
9.999077083E0,-1.466201019E0,6.378386078E0,6.778504028E0,9.422402626E0